frame0,frame1,frame2,frame3,framet,t
/media/data/saikat/DAVIS/480p/horsejump-low/00024.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00026.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00028.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00030.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00027.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00026.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00028.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00030.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00032.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00029.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00028.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00030.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00032.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00034.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00031.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00030.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00032.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00034.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00036.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00033.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00032.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00034.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00036.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00038.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00035.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00034.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00036.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00038.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00040.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00037.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00036.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00038.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00040.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00042.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00039.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00038.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00040.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00042.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00044.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00041.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00040.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00042.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00044.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00046.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00043.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00042.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00044.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00046.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00048.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00045.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00044.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00046.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00048.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00050.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00047.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00046.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00048.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00050.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00052.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00049.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00048.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00050.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00052.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00054.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00051.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00050.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00052.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00054.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00056.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00053.jpg,0.5
/media/data/saikat/DAVIS/480p/horsejump-low/00052.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00054.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00056.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00058.jpg,/media/data/saikat/DAVIS/480p/horsejump-low/00055.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00000.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00002.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00004.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00006.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00003.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00002.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00004.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00006.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00008.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00005.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00004.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00006.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00008.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00010.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00007.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00006.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00008.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00010.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00012.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00009.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00008.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00010.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00012.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00014.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00011.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00010.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00012.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00014.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00016.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00013.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00012.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00014.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00016.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00018.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00015.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00014.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00016.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00018.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00020.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00017.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00016.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00018.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00020.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00022.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00019.jpg,0.5
/media/data/saikat/DAVIS/480p/dog-agility/00018.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00020.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00022.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00024.jpg,/media/data/saikat/DAVIS/480p/dog-agility/00021.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00000.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00002.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00004.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00006.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00003.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00002.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00004.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00006.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00008.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00005.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00004.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00006.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00008.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00010.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00007.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00006.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00008.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00010.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00012.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00009.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00008.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00010.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00012.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00014.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00011.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00010.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00012.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00014.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00016.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00013.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00012.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00014.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00016.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00018.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00015.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00014.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00016.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00018.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00020.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00017.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00016.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00018.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00020.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00022.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00019.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00018.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00020.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00022.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00024.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00021.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00020.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00022.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00024.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00026.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00023.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00022.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00024.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00026.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00028.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00025.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00024.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00026.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00028.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00030.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00027.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00026.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00028.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00030.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00032.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00029.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00028.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00030.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00032.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00034.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00031.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00030.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00032.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00034.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00036.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00033.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00032.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00034.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00036.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00038.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00035.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00034.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00036.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00038.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00040.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00037.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00036.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00038.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00040.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00042.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00039.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00038.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00040.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00042.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00044.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00041.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00040.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00042.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00044.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00046.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00043.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00042.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00044.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00046.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00048.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00045.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00044.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00046.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00048.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00050.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00047.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00046.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00048.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00050.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00052.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00049.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00048.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00050.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00052.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00054.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00051.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00050.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00052.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00054.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00056.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00053.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00052.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00054.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00056.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00058.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00055.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00054.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00056.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00058.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00060.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00057.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00056.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00058.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00060.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00062.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00059.jpg,0.5
/media/data/saikat/DAVIS/480p/dogs-jump/00058.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00060.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00062.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00064.jpg,/media/data/saikat/DAVIS/480p/dogs-jump/00061.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00000.jpg,/media/data/saikat/DAVIS/480p/boat/00002.jpg,/media/data/saikat/DAVIS/480p/boat/00004.jpg,/media/data/saikat/DAVIS/480p/boat/00006.jpg,/media/data/saikat/DAVIS/480p/boat/00003.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00002.jpg,/media/data/saikat/DAVIS/480p/boat/00004.jpg,/media/data/saikat/DAVIS/480p/boat/00006.jpg,/media/data/saikat/DAVIS/480p/boat/00008.jpg,/media/data/saikat/DAVIS/480p/boat/00005.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00004.jpg,/media/data/saikat/DAVIS/480p/boat/00006.jpg,/media/data/saikat/DAVIS/480p/boat/00008.jpg,/media/data/saikat/DAVIS/480p/boat/00010.jpg,/media/data/saikat/DAVIS/480p/boat/00007.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00006.jpg,/media/data/saikat/DAVIS/480p/boat/00008.jpg,/media/data/saikat/DAVIS/480p/boat/00010.jpg,/media/data/saikat/DAVIS/480p/boat/00012.jpg,/media/data/saikat/DAVIS/480p/boat/00009.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00008.jpg,/media/data/saikat/DAVIS/480p/boat/00010.jpg,/media/data/saikat/DAVIS/480p/boat/00012.jpg,/media/data/saikat/DAVIS/480p/boat/00014.jpg,/media/data/saikat/DAVIS/480p/boat/00011.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00010.jpg,/media/data/saikat/DAVIS/480p/boat/00012.jpg,/media/data/saikat/DAVIS/480p/boat/00014.jpg,/media/data/saikat/DAVIS/480p/boat/00016.jpg,/media/data/saikat/DAVIS/480p/boat/00013.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00012.jpg,/media/data/saikat/DAVIS/480p/boat/00014.jpg,/media/data/saikat/DAVIS/480p/boat/00016.jpg,/media/data/saikat/DAVIS/480p/boat/00018.jpg,/media/data/saikat/DAVIS/480p/boat/00015.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00014.jpg,/media/data/saikat/DAVIS/480p/boat/00016.jpg,/media/data/saikat/DAVIS/480p/boat/00018.jpg,/media/data/saikat/DAVIS/480p/boat/00020.jpg,/media/data/saikat/DAVIS/480p/boat/00017.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00016.jpg,/media/data/saikat/DAVIS/480p/boat/00018.jpg,/media/data/saikat/DAVIS/480p/boat/00020.jpg,/media/data/saikat/DAVIS/480p/boat/00022.jpg,/media/data/saikat/DAVIS/480p/boat/00019.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00018.jpg,/media/data/saikat/DAVIS/480p/boat/00020.jpg,/media/data/saikat/DAVIS/480p/boat/00022.jpg,/media/data/saikat/DAVIS/480p/boat/00024.jpg,/media/data/saikat/DAVIS/480p/boat/00021.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00020.jpg,/media/data/saikat/DAVIS/480p/boat/00022.jpg,/media/data/saikat/DAVIS/480p/boat/00024.jpg,/media/data/saikat/DAVIS/480p/boat/00026.jpg,/media/data/saikat/DAVIS/480p/boat/00023.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00022.jpg,/media/data/saikat/DAVIS/480p/boat/00024.jpg,/media/data/saikat/DAVIS/480p/boat/00026.jpg,/media/data/saikat/DAVIS/480p/boat/00028.jpg,/media/data/saikat/DAVIS/480p/boat/00025.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00024.jpg,/media/data/saikat/DAVIS/480p/boat/00026.jpg,/media/data/saikat/DAVIS/480p/boat/00028.jpg,/media/data/saikat/DAVIS/480p/boat/00030.jpg,/media/data/saikat/DAVIS/480p/boat/00027.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00026.jpg,/media/data/saikat/DAVIS/480p/boat/00028.jpg,/media/data/saikat/DAVIS/480p/boat/00030.jpg,/media/data/saikat/DAVIS/480p/boat/00032.jpg,/media/data/saikat/DAVIS/480p/boat/00029.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00028.jpg,/media/data/saikat/DAVIS/480p/boat/00030.jpg,/media/data/saikat/DAVIS/480p/boat/00032.jpg,/media/data/saikat/DAVIS/480p/boat/00034.jpg,/media/data/saikat/DAVIS/480p/boat/00031.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00030.jpg,/media/data/saikat/DAVIS/480p/boat/00032.jpg,/media/data/saikat/DAVIS/480p/boat/00034.jpg,/media/data/saikat/DAVIS/480p/boat/00036.jpg,/media/data/saikat/DAVIS/480p/boat/00033.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00032.jpg,/media/data/saikat/DAVIS/480p/boat/00034.jpg,/media/data/saikat/DAVIS/480p/boat/00036.jpg,/media/data/saikat/DAVIS/480p/boat/00038.jpg,/media/data/saikat/DAVIS/480p/boat/00035.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00034.jpg,/media/data/saikat/DAVIS/480p/boat/00036.jpg,/media/data/saikat/DAVIS/480p/boat/00038.jpg,/media/data/saikat/DAVIS/480p/boat/00040.jpg,/media/data/saikat/DAVIS/480p/boat/00037.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00036.jpg,/media/data/saikat/DAVIS/480p/boat/00038.jpg,/media/data/saikat/DAVIS/480p/boat/00040.jpg,/media/data/saikat/DAVIS/480p/boat/00042.jpg,/media/data/saikat/DAVIS/480p/boat/00039.jpg,0.5
/media/data/saikat/DAVIS/480p/boat/00038.jpg,/media/data/saikat/DAVIS/480p/boat/00040.jpg,/media/data/saikat/DAVIS/480p/boat/00042.jpg,/media/data/saikat/DAVIS/480p/boat/00044.jpg,/media/data/saikat/DAVIS/480p/boat/00041.jpg,0.5
