frame0,frame2,frame4,frame6,frame3,t
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0627/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0627/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0627/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0627/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0627/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0628/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0628/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0628/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0628/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0628/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0629/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0629/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0629/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0629/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0629/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0632/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0632/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0632/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0632/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0632/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0636/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0636/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0636/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0636/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0636/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0638/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0638/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0638/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0638/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0638/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0643/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0643/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0643/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0643/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0643/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0646/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0646/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0646/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0646/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0646/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0783/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0783/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0783/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0783/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0783/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0786/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0786/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0786/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0786/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0786/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0790/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0790/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0790/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0790/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0790/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0791/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0791/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0791/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0791/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0791/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0794/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0794/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0794/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0794/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0794/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0797/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0797/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0797/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0797/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0797/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0799/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0799/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0799/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0799/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0799/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0800/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0800/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0800/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0800/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0800/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0804/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0804/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0804/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0804/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0804/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0805/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0805/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0805/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0805/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0805/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0807/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0807/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0807/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0807/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0807/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0808/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0808/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0808/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0808/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0808/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0809/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0809/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0809/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0809/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0809/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0810/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0810/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0810/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0810/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0810/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0812/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0812/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0812/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0812/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0812/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0814/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0814/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0814/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0814/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0814/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0815/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0815/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0815/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0815/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0815/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0816/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0816/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0816/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0816/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0816/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0819/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0819/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0819/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0819/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0819/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0823/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0823/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0823/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0823/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0823/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0827/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0827/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0827/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0827/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0827/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0828/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0828/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0828/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0828/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0828/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0831/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0831/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0831/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0831/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0831/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0832/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0832/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0832/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0832/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0832/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0834/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0834/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0834/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0834/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0834/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0836/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0836/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0836/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0836/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0836/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0837/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0837/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0837/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0837/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0837/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0844/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0844/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0844/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0844/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0844/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0846/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0846/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0846/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0846/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0846/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0849/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0849/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0849/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0849/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0849/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0851/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0851/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0851/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0851/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0851/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0852/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0852/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0852/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0852/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0852/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0979/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0979/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0979/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0979/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0979/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0981/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0981/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0981/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0981/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0981/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0984/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0984/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0984/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0984/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0984/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0986/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0986/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0986/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0986/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0986/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0987/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0987/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0987/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0987/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0987/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0991/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0991/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0991/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0991/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0991/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0992/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0992/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0992/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0992/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/0992/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/1000/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/1000/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/1000/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/1000/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00001/1000/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0004/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0004/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0004/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0004/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0004/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0007/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0007/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0007/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0007/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0007/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0008/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0008/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0008/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0008/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0008/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0010/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0010/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0010/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0010/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0010/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0012/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0012/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0012/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0012/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0012/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0016/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0016/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0016/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0016/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0016/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0024/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0024/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0024/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0024/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0024/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0025/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0025/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0025/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0025/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0025/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0027/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0027/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0027/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0027/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0027/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0028/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0028/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0028/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0028/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0028/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0035/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0035/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0035/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0035/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0035/im4.png,0.5
/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0036/im1.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0036/im3.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0036/im5.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0036/im7.png,/media/data/saikat/vimeo/vimeo_septuplet/sequences/00002/0036/im4.png,0.5
